Symbol,Company Name,Exchange,Industry,Market Cap
TSXV:HVG,Harvest Gold Corporation,TSX Venture Exchange,Gold,3966134
TSXV:CYM,Cymat Technologies Ltd.,TSX Venture Exchange,Metal Fabrication,6443245
TSXV:HELI,First Helium Inc.,TSX Venture Exchange,Chemicals,6416971
TSXV:WINS,Winshear Metals Corp.,TSX Venture Exchange,Gold,5088976
TSXV:GGM,Granada Gold Mine Inc.,TSX Venture Exchange,Gold,5779095
TSXV:HPM,Halcones Precious Metals Corp.,TSX Venture Exchange,Gold,7913291
TSXV:JSPX,JasperX Technologies Inc.,TSX Venture Exchange,Software - Infrastructure,7888918
TSXV:NKW.H,Oceanic Wind Energy Inc.,TSX Venture Exchange,Utilities - Renewable,6112952
TSXV:YAY,THS Maple Holdings Ltd.,TSX Venture Exchange,Confectioners,7844082
TSXV:WBE,WestBond Enterprises Corporation,TSX Venture Exchange,Paper & Paper Products,7837676
TSXV:QST,Questor Technology Inc.,TSX Venture Exchange,Pollution & Treatment Controls,7776468
TSXV:IZN,InZinc Mining Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,8445874
TSXV:FINX,Finex Metals Ltd.,TSX Venture Exchange,Gold,7740386
TSXV:BOCA,Bocana Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,7592075
TSXV:MAR.UN,Marwest Apartment Real Estate Investment Trust,TSX Venture Exchange,REIT - Residential,7488578
TSXV:LPK,Lupaka Gold Corp.,TSX Venture Exchange,Gold,8024724
TSXV:MATE,Blockmate Ventures Inc.,TSX Venture Exchange,Capital Markets,7578529
TSXV:AAZ,Azincourt Energy Corp.,TSX Venture Exchange,Uranium,3716509
TSXV:SWLF,Silver Wolf Exploration Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,7461274
TSXV:FAS,First Andes Silver Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,5779947
TSXV:NTX,NeoTerrex Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,7042383
TSXV:ZC,Zimtu Capital Corp.,TSX Venture Exchange,Asset Management,5528303
TSXV:ADG,Arcus Development Group Inc.,TSX Venture Exchange,Metals & Mining,1108171
TSXV:PE,Pure Energy Minerals Limited,TSX Venture Exchange,Other Industrial Metals & Mining,7303116
TSXV:MAZ.H,Mazarin Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,7286929
TSXV:CSG,Cosigo Resources Ltd.,TSX Venture Exchange,Gold,7243076
TSXV:ZBNI,ZEB Nickel Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,7235010
TSXV:SNV,Sonoro Energy Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,8413741
TSXV:AEF,AE Fuels Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,7419740
TSXV:ESE,ESE Entertainment Inc.,TSX Venture Exchange,Entertainment,5719368
TSXV:LEAP,Quantum Critical Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,7193873
TSXV:SBIO,Sabio Holdings Inc.,TSX Venture Exchange,Advertising Agencies,7068315
TSXV:AIVC,AI Artificial Intelligence Ventures Inc.,TSX Venture Exchange,Asset Management,7045599
TSXV:HAPB,"Hapbee Technologies, Inc.",TSX Venture Exchange,Consumer Electronics,6770972
TSXV:NOBL,Noble Plains Uranium Corp.,TSX Venture Exchange,Uranium,7394401
TSXV:TNX,TenX Protocols Inc.,TSX Venture Exchange,,
TSXV:RMB,Rumbu Holdings Ltd.,TSX Venture Exchange,Personal Services,7382200
TSXV:CPI,Carlton Precious Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6949108
TSXV:MASS,Masivo Silver Corp.,TSX Venture Exchange,Other Precious Metals & Mining,4449987
TSXV:CEN.H,Claren Energy Corp.,TSX Venture Exchange,Crude Petroleum and Natural Gas,
TSXV:BGF,Beauce Gold Fields Inc.,TSX Venture Exchange,Gold,7627630
TSXV:GHR.H,Golden Harp Resources Inc.,TSX Venture Exchange,Other,1195875
TSXV:DM,Datametrex AI Limited,TSX Venture Exchange,Information Technology Services,1634736
TSXV:MKR,Melkior Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6291027
TSXV:ILI,Imagine Lithium Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6812561
TSXV:CASA,Casa Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6792277
TSXV:MUSH,Mercanto Holdings Inc.,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,6717709
TSXV:XIM,Ximen Mining Corp.,TSX Venture Exchange,Gold,5465018
TSXV:AMCO,Americore Resources Corp.,TSX Venture Exchange,Silver,5109356
TSXV:AWI,Advent-AWI Holdings Inc.,TSX Venture Exchange,Specialty Retail,6683887
TSXV:ABM,Aben Gold Corp.,TSX Venture Exchange,Gold,6650764
TSXV:TIE,Coloured Ties Capital Inc.,TSX Venture Exchange,Asset Management,5367235
TSXV:ROI,Route1 Inc.,TSX Venture Exchange,Software - Application,5561430
TSXV:ESPN,Hispania Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,5509393
TSXV:TCO,Transatlantic Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,5631594
TSXV:MAP,Maple Peak Investments Inc.,TSX Venture Exchange,Resorts & Casinos,6490000
TSXV:LMR,Lomiko Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4410832
TSXV:CBA,Champion Bear Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,6395806
TSXV:SUN,Stardust Solar Energy Inc.,TSX Venture Exchange,Utilities - Renewable,6358677
TSXV:DLC,DLC Holdings Corp.,TSX Venture Exchange,Real Estate Services,2177503
TSXV:VQS,VIQ Solutions Inc.,TSX Venture Exchange, Software - Application,167498944
TSXV:GSPR,GSP Resource Corp.,TSX Venture Exchange,Other Precious Metals & Mining,5320445
TSXV:CIO,Central Iron Ore Limited,TSX Venture Exchange,Gold,6304429
TSXV:NBLC,Nobel Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3149464
TSXV:FP,FP Newspapers Inc.,TSX Venture Exchange,Publishing,6350385
TSXV:MMX,Mustang Minerals Limited,TSX Venture Exchange,Other Precious Metals & Mining,7752047
TSXV:COO,Ostrom Climate Solutions Inc.,TSX Venture Exchange,Consulting Services,6275011
TSXV:AWX,ArcWest Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6263003
TSXV:CFY,CF Energy Corp.,TSX Venture Exchange,Utilities - Regulated Gas,6588515
TSXV:VLX,Velox Energy Materials Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6250740
TSXV:PUL,Pulse Oil Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,6234657
TSXV:CLZ,Canasil Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,5752560
TSXV:DAR,Darelle Online Solutions Inc.,TSX Venture Exchange,Internet Content & Information,6194539
TSXV:MCF,MCF Energy Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,6194236
TSXV:WSK,Wildsky Resources Inc.,TSX Venture Exchange,Gold,6467961
TSXV:MEX,Mexican Gold Mining Corp.,TSX Venture Exchange,Other Precious Metals & Mining,3785145
TSXV:KNE,Kane Biotech Inc.,TSX Venture Exchange,Biotechnology,6151696
TSXV:DFSC,DEFSEC Technologies Inc.,TSX Venture Exchange,Aerospace & Defense,6120432
TSXV:VERT,Vertical Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6116162
TSXV:JUMP,Leveljump Healthcare Corp.,TSX Venture Exchange,Diagnostics & Research,5306660
TSXV:SMP,Southern Empire Resources Corp.,TSX Venture Exchange,Gold,4490868
TSXV:SDR,Stroud Resources Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,6362320
TSXV:EDW.H,Edgewater Exploration Ltd.,TSX Venture Exchange,Gold,6033159
TSXV:CEO.H,Clydesdale Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,7114017
TSXV:OBUL,One Bullion Limited,TSX Venture Exchange,Gold,5643803
TSXV:ZCC.H,Zena Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,7031734
TSXV:LXE,Latin Explore Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,551951936
TSXV:GXX,Gold Basin Resources Corporation,TSX Venture Exchange,Gold,6080872
TSXV:TBLL,Tombill Mines Limited,TSX Venture Exchange,Gold,5273669
TSXV:CAI,Capitan Investment Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,4345261
TSXV:TRU,TRU Precious Metals Corp.,TSX Venture Exchange,Gold,5754764
TSXV:HASH,Simply Solventless Concentrates Ltd.,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,5775140
TSXV:PGC,Plato Gold Corp.,TSX Venture Exchange,Gold,5766643
TSXV:RTH,Rathdowney Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,5760686
TSXV:GGL,GGL Resources Corp.,TSX Venture Exchange,Other Precious Metals & Mining,5739661
TSXV:BWLK,Boardwalktech Software Corp.,TSX Venture Exchange,Software - Application,3516063
TSXV:VVC,VVC Exploration Corporation,TSX Venture Exchange,Oil & Gas Exploration & Production,5726818
TSXV:XTM,Transition Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,4589615
TSXV:NEV,Nevada Sunrise Metals Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,5681559
TSXV:SVG,Silver Grail Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,5896344
TSXV:TTG,Trans Canada Gold Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,5662984
TSXV:NXS,Nexus Gold Corp.,TSX Venture Exchange,Gold,943497
TSXV:KLT.H,KGL Resources Ltd.,TSX Venture Exchange,Gold And Silver Ores,
TSXV:ZFR,Zephyr Minerals Ltd.,TSX Venture Exchange,Gold,5597219
TSXV:MDM,Madoro Metals Corp.,TSX Venture Exchange,Other Precious Metals & Mining,5603803
TSXV:ETF,Eastfield Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,3078080
TSXV:SABA,Saba Energy Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,5575492
TSXV:SILV,Silver Valley Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,2990074
TSXV:AVCR,Avricore Health Inc.,TSX Venture Exchange,Diagnostics & Research,5570950
TSXV:RFX,Reeflex Solutions Inc.,TSX Venture Exchange,Oil & Gas Equipment & Services,5104165
TSXV:RIWI,RIWI Corp.,TSX Venture Exchange,Software - Application,3773513
TSXV:AUEN,Golden Sky Minerals Corp.,TSX Venture Exchange,Gold,4561961
TSXV:MLO,Metalero Mining Corp.,TSX Venture Exchange,Gold,4934160
TSXV:PERU,Chakana Copper Corp.,TSX Venture Exchange,Other Precious Metals & Mining,2917872
TSXV:ILC,ILC Critical Minerals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,5448065
TSXV:IOT,Innovotech Inc.,TSX Venture Exchange,Biotechnology,5443823
TSXV:HAY,Hayasa Metals Inc.,TSX Venture Exchange,Gold,5437435
TSXV:GUG,Gungnir Resources Inc.,TSX Venture Exchange,Gold,4785200
TSXV:ADZ,Adamera Minerals Corp.,TSX Venture Exchange,Other Precious Metals & Mining,3232020
TSXV:REE,ReeXploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,6085310
TSXV:MUR,Murchison Minerals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,3877562
TSXV:ID,Secure Blockchain Development Corp.,TSX Venture Exchange,Software - Application,5214476
TSXV:SYG,Sylla Gold Corp.,TSX Venture Exchange,Gold,2752742
TSXV:GKO,Geekco Technologies Corporation,TSX Venture Exchange,Software - Application,3304025
TSXV:CMIL,Capella Minerals Limited,TSX Venture Exchange,Other Precious Metals & Mining,2912665
TSXV:BLOK.H,BLOK Digital Ltd.,TSX Venture Exchange,"Computer Programming, Data Processing, And Other Computer Related Services",
TSXV:VKG,Norse Gold Corp.,TSX Venture Exchange,Gold,5242207
TSXV:PAR.H,Parent Capital Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,2368970
TSXV:MINE,Inomin Mines Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4901855
TSXV:AUTO,Agereh Technologies Inc.,TSX Venture Exchange,Software - Application,3139560
TSXV:NZP,Chatham Rock Phosphate Limited,TSX Venture Exchange,Other Industrial Metals & Mining,5770538
TSXV:VIS,Visionstate Corp.,TSX Venture Exchange,Information Technology Services,5166527
TSXV:VGD,Visible Gold Mines Inc.,TSX Venture Exchange,Gold,5015947
TSXV:LORD,St. James Gold Corp.,TSX Venture Exchange,Gold,4922177
TSXV:FRNT,FRNT Financial Inc.,TSX Venture Exchange,Capital Markets,5105508
TSXV:SCLT,Searchlight Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,3517107
TSXV:CRD,Copper Road Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,5075663
TSXV:BTT,Bitterroot Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,4239342
TSXV:EWK,Earthworks Industries Inc.,TSX Venture Exchange,Waste Management,5061232
TSXV:USHA,Usha Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,5058987
TSXV:HAR,Harfang Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4396790
TSXV:SMRV,Smooth Rock Ventures Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,5196408
TSXV:FHR,Fiddlehead Resources Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,4638667
TSXV:GR,Great Atlantic Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,4970827
TSXV:TES,Tesoro Minerals Corp.,TSX Venture Exchange,Gold,4973319
TSXV:MET,Metalore Resources Limited,TSX Venture Exchange,Oil & Gas Exploration & Production,4970098
TSXV:MMM,Minco Capital Corp.,TSX Venture Exchange,Asset Management,4965226
TSXV:GEN,Generation Uranium Inc.,TSX Venture Exchange,Gold,4755397
TSXV:VMS,Vortex Metals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,5561063
TSXV:HDRO,Primary Hydrogen Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,4919141
TSXV:WCSB,Decimus Oil Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,4907551
TSXV:GNG,Golden Goliath Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,2290331
TSXV:MCS,McChip Resources Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,7655531
TSXV:QCX,QcX Gold Corp.,TSX Venture Exchange,Gold,4975701
TSXV:NVI,Novra Technologies Inc.,TSX Venture Exchange,Communication Equipment,5135942
TSXV:GRD,Grounded Lithium Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,4828784
TSXV:CPER,CopperCorp Resources Inc.,TSX Venture Exchange,Copper,3532865
TSXV:VG,Volcanic Gold Mines Inc.,TSX Venture Exchange,Gold,3644096
TSXV:SHRP,Sherpa II Holdings Corp.,TSX Venture Exchange,Shell Companies,4752752
TSXV:HO.P,H2 Ventures 1 Inc.,TSX Venture Exchange,Shell Companies,5814000
TSXV:GOK,GINSMS Inc.,TSX Venture Exchange,Telecom Services,4677959
TSXV:DELX,DelphX Capital Markets Inc.,TSX Venture Exchange,Capital Markets,4531203
TSXV:ASL,Argentum Silver Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,5159854
TSXV:VLD,Vinland Lithium Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4623116
TSXV:MPV.P,Matchpoint Ventures Corp.,TSX Venture Exchange,Shell Companies,13055000
TSXV:OVL.H,Olivier Ventures Inc.,TSX Venture Exchange,Crude Petroleum and Natural Gas,
TSXV:VRR,VR Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,1534600
TSXV:MINK,Mink Ventures Corporation,TSX Venture Exchange,Shell Companies,4144729
TSXV:SPX,Stellar AfricaGold Inc.,TSX Venture Exchange,Gold,2869360
TSXV:NGMD,NuGen Medical Devices Inc.,TSX Venture Exchange,Medical Devices,4540713
TSXV:ZONE,Zonetail Inc.,TSX Venture Exchange,Software - Application,4535935
TSXV:CBLU,Clear Blue Technologies International Inc.,TSX Venture Exchange,Solar,3537086
TSXV:OPW,Opawica Explorations Inc.,TSX Venture Exchange,Gold,4523959
TSXV:ABZ,AsiaBaseMetals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4518258
TSXV:REVO,RevoluGROUP Canada Inc.,TSX Venture Exchange,Software - Application,4500458
TSXV:MNC,Magnetic North Acquisition Corp.,TSX Venture Exchange,Capital Markets,4432288
TSXV:PLY,Playfair Mining Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,785261
TSXV:EMR,Emergent Metals Corp.,TSX Venture Exchange,Gold,3228121
TSXV:ELXR.H,Elixxer Ltd.,TSX Venture Exchange,"Investors, not elsewhere classified",
TSXV:ACS,Archon Minerals Limited,TSX Venture Exchange,Other Precious Metals & Mining,4353340
TSXV:RMD,Richmond Minerals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,3440271
TSXV:BM,BC Moly Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,4329758
TSXV:SPI,Canadian Spirit Resources Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,4322664
TSXV:SKRR,SKRR Exploration Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4312552
TSXV:KS,Klondike Silver Corp.,TSX Venture Exchange,Silver,4302114
TSXV:EFF,1844 Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4975580
TSXV:DOS,Dios Exploration Inc.,TSX Venture Exchange,Other Precious Metals & Mining,4282712
TSXV:CLV,Canoe Mining Ventures Corp.,TSX Venture Exchange,Gold,4811443
TSXV:MCM.A,"Matachewan Consolidated Mines, Limited",TSX Venture Exchange,Oil & Gas Exploration & Production,5077868
TSXV:FTI,FTI Foodtech International Inc.,TSX Venture Exchange,Specialty Retail,4190645
TSXV:APX,Apex Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4163193
TSXV:FNR,49 North Resources Inc.,TSX Venture Exchange,Asset Management,4157755
TSXV:MTX,Metalex Ventures Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,4146719
TSXV:SIEN,Sienna Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,4085585
TSXV:GLD,Gold Finder Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,4126512
TSXV:CAN,Canadian Gold Resources Ltd.,TSX Venture Exchange,Gold,4938199
TSXV:BES,Braille Energy Systems Inc.,TSX Venture Exchange,Electrical Equipment & Parts,4103505
TSXV:ZKL.H,China Keli Electric Company Ltd.,TSX Venture Exchange,Shell Companies,4052750
TSXV:KBRA,Kubera Gold Corp.,TSX Venture Exchange,Gold,4045406
TSXV:IMR,iMetal Resources Inc.,TSX Venture Exchange,Gold,1007460
TSXV:TELO,Telo Genomics Corp.,TSX Venture Exchange,Diagnostics & Research,4017219
TSXV:KNOX,Vault Strategic Mining Corp.,TSX Venture Exchange,Other Precious Metals & Mining,3084071
TSXV:ZLTO,BULGOLD Inc.,TSX Venture Exchange,Gold,4357561
TSXV:TUK,Tuktu Resources Ltd.,TSX Venture Exchange,Oil & Gas Exploration & Production,3983453
TSXV:MATA,Matador Technologies Inc.,TSX Venture Exchange,Capital Markets,3558513
TSXV:BEA,Belmont Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,3185490
TSXV:MON,Montero Mining and Exploration Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,4987761
TSXV:WCU,World Copper Ltd.,TSX Venture Exchange,Copper,3943966
TSXV:SKYG,Sky Gold Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,2200088
TSXV:KTRI,Kootenay Resources Inc.,TSX Venture Exchange,Silver,3488116
TSXV:CELL,Grid Battery Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,3867616
TSXV:CBLT,CBLT Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,3858854
TSXV:EGT,Eguana Technologies Inc.,TSX Venture Exchange,Electrical Equipment & Parts,3841626
TSXV:DCOP,District Copper Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,2623752
TSXV:WCE,WesCan Energy Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,3796355
TSXV:CYL,Ceylon Graphite Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3086430
TSXV:CFA.H,Clear Gold Resources Inc.,TSX Venture Exchange,Metal Mining,
TSXV:AME,Abacus Mining & Exploration Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,3749120
TSXV:KIP,Kiplin Metals Inc.,TSX Venture Exchange,Gold,3091809
TSXV:NL,Northern Lion Gold Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3539275
TSXV:SAY,Sparta Capital Ltd.,TSX Venture Exchange,Pollution & Treatment Controls,3738831
TSXV:BMV,Bathurst Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3736777
TSXV:AISX,Aisix Solutions Inc.,TSX Venture Exchange,Software - Application,3715017
TSXV:LTX,Labrador Resources Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,1850411
TSXV:CBI,Colibri Resource Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,2308353
TSXV:PRH,Pearl River Holdings Limited,TSX Venture Exchange,Packaging & Containers,3686840
TSXV:IN,Infield Minerals Corp.,TSX Venture Exchange,Other Precious Metals & Mining,3685154
TSXV:OVT,Oculus Inc.,TSX Venture Exchange,Software - Infrastructure,3656903
TSXV:QMC,QMC Quantum Minerals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3642829
TSXV:SRI,Sparton Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,3634545
TSXV:VTT,Vendetta Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3626891
TSXV:RJX.A,RJK Explorations Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,2432275
TSXV:ORCL,Oracle Commodity Holding Corp.,TSX Venture Exchange,Asset Management,4007203
TSXV:CZ.H,Cassius Ventures Ltd.,TSX Venture Exchange,Metal Mining,
TSXV:VEC.H,Vanadian Energy Corp.,TSX Venture Exchange,Metal Mining,
TSXV:APN,Altiplano Metals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,3551237
TSXV:SUI,Superior Mining International Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,3526787
TSXV:ODD.H,Odd Burger Corporation,TSX Venture Exchange,Eating Places,
TSXV:AVU,Avrupa Minerals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,2910366
TSXV:RKV,Rakovina Therapeutics Inc.,TSX Venture Exchange,Biotechnology,3295839
TSXV:IVX,Inventronics Limited,TSX Venture Exchange,Metal Fabrication,3409802
TSXV:QPT,Quest PharmaTech Inc.,TSX Venture Exchange,Biotechnology,5073877
TSXV:JTWO,J2 Metals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,3187440
TSXV:LUXR,Luxor Metals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,3176079
TSXV:THRM,Therma Bright Inc.,TSX Venture Exchange,Medical Devices,3368564
TSXV:QURI,Quri-Mayu Developments Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,3368082
TSXV:SPD,Silver Predator Corp.,TSX Venture Exchange,Silver,3362120
TSXV:LSTR,Lodestar Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,1569523
TSXV:RUM,Rocky Mountain Liquor Inc.,TSX Venture Exchange,Specialty Retail,3347944
TSXV:RRR.UN,R&R Real Estate Investment Trust,TSX Venture Exchange,REIT - Hotel & Motel,3344622
TSXV:GST,Gold Strategy Inc.,TSX Venture Exchange,Asset Management,3340401
TSXV:PNN,Pambili Natural Resources Corporation,TSX Venture Exchange,Oil & Gas Exploration & Production,3331694
TSXV:SSE,Silver Spruce Resources Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,2052968
TSXV:PMX,ProAm Explorations Corporation,TSX Venture Exchange,Oil & Gas Exploration & Production,3401167
TSXV:OLV,Olivut Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,3296124
TSXV:WP,Western Pacific Trust Company,TSX Venture Exchange,Asset Management,3286694
TSXV:BEM,Brasnova Energy Materials Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,3726421
TSXV:AWM,Angel Wing Metals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,3237977
TSXV:FA,Fountain Asset Corp.,TSX Venture Exchange,Asset Management,3220723
TSXV:MTH,Mammoth Resources Corp.,TSX Venture Exchange,Other Precious Metals & Mining,2253990
TSXV:PHD,Providence Gold Mines Inc.,TSX Venture Exchange,Gold,3540036
TSXV:NVT,Nortec Minerals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3537399
TSXV:MT,M3 Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,4468349
TSXV:DHB,Delivra Health Brands Inc.,TSX Venture Exchange,Drug Manufacturers - Specialty & Generic,3126178
TSXV:OSM,Osiris One Metals Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,3120559
TSXV:JTC,JEMTEC Inc.,TSX Venture Exchange,Scientific & Technical Instruments,3074147
TSXV:PTFY,"Plantify Foods, Inc.",TSX Venture Exchange,Farm Products,3071984
TSXV:ATOM,Atomic Minerals Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,3058765
TSXV:ZCT,"Zero Candida Technologies, Inc.",TSX Venture Exchange,Medical Devices,2734625
TSXV:GMI.H,Green Mining Innovation Inc.,TSX Venture Exchange,"Miscellaneous Metal Ores, Not Elsewhere Classified",
TSXV:AJA,AJA Health and Wellness Inc.,TSX Venture Exchange,Health Information Services,3034071
TSXV:APL,Appulse Corporation,TSX Venture Exchange,Pollution & Treatment Controls,3028322
TSXV:KIB,Kiboko Gold Inc.,TSX Venture Exchange,Gold,3089467
TSXV:EAU,Engineer Gold Mines Ltd.,TSX Venture Exchange,Gold,3393199
TSXV:CCD,Cascadero Copper Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,4501947
TSXV:OEG.H,ONEnergy Inc.,TSX Venture Exchange,Cogeneration Services and Small Power Producers,
TSXV:CONE,Canada One Mining Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,3190375
TSXV:SOLR,Solar Alliance Energy Inc.,TSX Venture Exchange,Solar,2951939
TSXV:GAMA,Gamma Resources Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,1960002
TSXV:WLR,Walker Lane Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,2219679
TSXV:VLI,Vision Lithium Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,2930190
TSXV:GEL,Graphano Energy Ltd.,TSX Venture Exchange,Other Industrial Metals & Mining,2299491
TSXV:GLDN,Golden Ridge Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,2927066
TSXV:MTLO,Martello Technologies Group Inc.,TSX Venture Exchange,Software - Infrastructure,2918537
TSXV:VENT,Ventra Metals Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,2911003
TSXV:CRB,Cariboo Rose Resources Ltd.,TSX Venture Exchange,Other Precious Metals & Mining,2900594
TSXV:SSA,Spectra Products Inc.,TSX Venture Exchange,Auto Parts,3786113
TSXV:ULT,Ultra Lithium Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,2866430
TSXV:YOO,YANGAROO Inc.,TSX Venture Exchange,Internet Content & Information,2860941
TSXV:ACDC,AC/DC Battery Metals Inc.,TSX Venture Exchange,Other Precious Metals & Mining,2853677
TSXV:ALM,Alliance Mining Corp.,TSX Venture Exchange,Gold,2752295
TSXV:GCN,Goldcliff Resource Corporation,TSX Venture Exchange,Gold,2829677
TSXV:RNCH,Ranchero Gold Corp.,TSX Venture Exchange,Gold,2825160
